DataRate,Payload Size,No of Stations,No of Slots,Beacon Interval,Throughput,Simulation Time 
0.65,256,240,45,153600,0.272732,3
0.65,256,250,45,153600,0.278263,3
0.65,256,260,45,153600,0.262387,3
0.65,256,270,45,153600,0.300753,3
0.65,256,280,45,153600,0.284151,3
0.65,256,290,45,153600,0.283799,3
0.65,256,300,45,153600,0.29754,3
0.65,256,310,45,153600,0.300888,3
0.65,256,320,45,153600,0.291226,3
0.65,256,330,45,153600,0.276773,3
0.65,256,340,45,153600,0.28072,3
0.65,256,350,45,153600,0.289316,3
0.65,256,360,45,153600,0.290958,3
0.65,256,370,45,153600,0.282677,3
0.65,256,380,45,153600,0.292756,3
0.65,256,390,45,153600,0.287057,3
0.65,256,400,45,153600,0.302652,3
0.65,256,410,45,153600,0.290092,3
0.65,256,420,45,153600,0.279117,3
0.65,256,430,45,153600,0.283811,3
0.65,256,440,45,153600,0.293405,3
0.65,256,450,45,153600,0.295308,3
0.65,256,460,45,153600,0.277525,3
0.65,256,470,45,153600,0.287766,3
0.65,256,480,45,153600,0.293932,3
0.65,256,490,45,153600,0.293096,3
0.65,256,500,45,153600,0.287982,3
0.65,256,30,50,153600,0.12917,3
0.65,256,40,50,153600,0.185738,3
0.65,256,50,50,153600,0.304742,3
0.65,256,60,50,153600,0.182067,3
0.65,256,70,50,153600,0.211046,3
0.65,256,80,50,153600,0.240742,3
0.65,256,90,50,153600,0.300373,3
0.65,256,100,50,153600,0.30249,3
0.65,256,110,50,153600,0.237787,3
0.65,256,120,50,153600,0.257829,3
0.65,256,130,50,153600,0.279333,3
0.65,256,140,50,153600,0.299666,3
0.65,256,150,50,153600,0.312073,3
0.65,256,160,50,153600,0.268914,3
0.65,256,170,50,153600,0.299731,3
0.65,256,180,50,153600,0.299804,3
0.65,256,190,50,153600,0.308196,3
0.65,256,200,50,153600,0.317871,3
0.65,256,210,50,153600,0.298715,3
0.65,256,220,50,153600,0.297425,3
0.65,256,230,50,153600,0.30841,3
0.65,256,240,50,153600,0.316666,3
0.65,256,250,50,153600,0.318311,3
0.65,256,260,50,153600,0.301136,3
0.65,256,270,50,153600,0.312099,3
0.65,256,280,50,153600,0.317952,3
0.65,256,290,50,153600,0.317326,3
0.65,256,300,50,153600,0.326618,3
0.65,256,310,50,153600,0.30015,3
0.65,256,320,50,153600,0.298553,3
0.65,256,330,50,153600,0.316668,3
0.65,256,340,50,153600,0.323914,3
0.65,256,350,50,153600,0.3216,3
0.65,256,360,50,153600,0.300588,3
0.65,256,370,50,153600,0.316817,3
0.65,256,380,50,153600,0.317528,3
0.65,256,390,50,153600,0.321507,3
0.65,256,400,50,153600,0.318282,3
0.65,256,410,50,153600,0.296422,3
0.65,256,420,50,153600,0.316482,3
0.65,256,430,50,153600,0.31814,3
0.65,256,440,50,153600,0.320973,3
0.65,256,450,50,153600,0.321435,3
0.65,256,460,50,153600,0.301987,3
0.65,256,470,50,153600,0.301193,3
0.65,256,480,50,153600,0.307701,3
0.65,256,490,50,153600,0.323443,3
0.65,256,500,50,153600,0.321467,3
0.65,256,30,10,163840,0.306859,3
0.65,256,40,10,163840,0.272384,3
0.65,256,50,10,163840,0.278342,3
0.65,256,60,10,163840,0.283254,3
0.65,256,70,10,163840,0.306176,3
0.65,256,80,10,163840,0.306304,3
0.65,256,90,10,163840,0.305266,3
0.65,256,100,10,163840,0.305869,3
0.65,256,110,10,163840,0.29233,3
0.65,256,120,10,163840,0.305749,3
0.65,256,130,10,163840,0.293092,3
0.65,256,140,10,163840,0.304859,3
0.65,256,150,10,163840,0.314827,3
0.65,256,160,10,163840,0.303808,3
0.65,256,170,10,163840,0.312599,3
0.65,256,180,10,163840,0.311472,3
0.65,256,190,10,163840,0.309635,3
0.65,256,200,10,163840,0.309721,3
0.65,256,210,10,163840,0.301251,3
0.65,256,220,10,163840,0.299567,3
0.65,256,230,10,163840,0.306017,3
0.65,256,240,10,163840,0.304934,3
0.65,256,250,10,163840,0.291418,3
0.65,256,260,10,163840,0.30761,3
0.65,256,270,10,163840,0.30152,3
0.65,256,280,10,163840,0.304128,3
0.65,256,290,10,163840,0.290887,3
0.65,256,300,10,163840,0.295676,3
0.65,256,310,10,163840,0.302826,3
0.65,256,320,10,163840,0.300317,3
0.65,256,330,10,163840,0.286625,3
0.65,256,340,10,163840,0.28731,3
0.65,256,350,10,163840,0.296153,3
0.65,256,360,10,163840,0.293339,3
0.65,256,370,10,163840,0.291624,3
0.65,256,380,10,163840,0.298402,3
0.65,256,390,10,163840,0.294155,3
0.65,256,400,10,163840,0.286235,3
0.65,256,410,10,163840,0.295076,3
0.65,256,420,10,163840,0.282371,3
0.65,256,430,10,163840,0.293468,3
0.65,256,440,10,163840,0.289501,3
0.65,256,450,10,163840,0.287037,3
0.65,256,460,10,163840,0.283258,3
0.65,256,470,10,163840,0.284431,3
0.65,256,480,10,163840,0.283434,3
0.65,256,490,10,163840,0.276342,3
0.65,256,500,10,163840,0.27047,3
0.65,256,30,15,163840,0.3072,3
0.65,256,40,15,163840,0.306944,3
0.65,256,50,15,163840,0.2789,3
0.65,256,60,15,163840,0.263168,3
0.65,256,70,15,163840,0.306761,3
0.65,256,80,15,163840,0.288527,3
0.65,256,90,15,163840,0.275456,3
0.65,256,100,15,163840,0.30679,3
0.65,256,110,15,163840,0.293576,3
0.65,256,120,15,163840,0.282466,3
0.65,256,130,15,163840,0.30594,3
0.65,256,140,15,163840,0.295548,3
0.65,256,150,15,163840,0.28704,3
0.65,256,160,15,163840,0.305984,3
0.65,256,170,15,163840,0.297194,3
0.65,256,180,15,163840,0.29768,3
0.65,256,190,15,163840,0.305044,3
0.65,256,200,15,163840,0.305254,3
0.65,256,210,15,163840,0.290723,3
0.65,256,220,15,163840,0.298143,3
0.65,256,230,15,163840,0.304351,3
0.65,256,240,15,163840,0.291799,3
0.65,256,250,15,163840,0.310418,3
0.65,256,260,15,163840,0.302631,3
0.65,256,270,15,163840,0.287223,3
0.65,256,280,15,163840,0.308466,3
0.65,256,290,15,163840,0.302786,3
0.65,256,300,15,163840,0.291378,3
0.65,256,310,15,163840,0.311569,3
0.65,256,320,15,163840,0.305672,3
0.65,256,330,15,163840,0.295493,3
0.65,256,340,15,163840,0.309682,3
0.65,256,350,15,163840,0.29854,3
0.65,256,360,15,163840,0.29278,3
0.65,256,370,15,163840,0.305948,3
0.65,256,380,15,163840,0.305927,3
0.65,256,390,15,163840,0.29289,3
0.65,256,400,15,163840,0.305844,3
0.65,256,410,15,163840,0.302643,3
0.65,256,420,15,163840,0.293254,3
0.65,256,430,15,163840,0.301549,3
0.65,256,440,15,163840,0.297572,3
0.65,256,450,15,163840,0.296588,3
0.65,256,460,15,163840,0.295959,3
0.65,256,470,15,163840,0.290662,3
0.65,256,480,15,163840,0.297026,3
0.65,256,490,15,163840,0.302124,3
0.65,256,500,15,163840,0.300948,3
0.65,256,30,20,163840,0.262144,3
0.65,256,40,20,163840,0.272612,3
0.65,256,50,20,163840,0.27648,3
0.65,256,60,20,163840,0.282624,3
0.65,256,70,20,163840,0.30603,3
0.65,256,80,20,163840,0.288888,3
0.65,256,90,20,163840,0.306745,3
0.65,256,100,20,163840,0.291986,3
0.65,256,110,20,163840,0.321341,3
0.65,256,120,20,163840,0.293929,3
0.65,256,130,20,163840,0.318095,3
0.65,256,140,20,163840,0.305664,3
0.65,256,150,20,163840,0.315957,3
0.65,256,160,20,163840,0.316185,3
0.65,256,170,20,163840,0.305453,3
0.65,256,180,20,163840,0.324548,3
0.65,256,190,20,163840,0.311794,3
0.65,256,200,20,163840,0.320943,3
0.65,256,210,20,163840,0.312645,3
0.65,256,220,20,163840,0.319781,3
0.65,256,230,20,163840,0.31879,3
0.65,256,240,20,163840,0.318509,3
0.65,256,250,20,163840,0.311087,3
0.65,256,260,20,163840,0.316948,3
0.65,256,270,20,163840,0.316692,3
0.65,256,280,20,163840,0.310104,3
0.65,256,290,20,163840,0.315465,3
0.65,256,300,20,163840,0.304469,3
0.65,256,310,20,163840,0.304392,3
0.65,256,320,20,163840,0.294416,3
0.65,256,330,20,163840,0.295032,3
0.65,256,340,20,163840,0.282484,3
0.65,256,350,20,163840,0.290984,3
0.65,256,360,20,163840,0.287421,3
0.65,256,370,20,163840,0.291215,3
0.65,256,380,20,163840,0.28409,3
0.65,256,390,20,163840,0.280381,3
0.65,256,400,20,163840,0.284214,3
0.65,256,410,20,163840,0.284036,3
0.65,256,420,20,163840,0.271217,3
0.65,256,430,20,163840,0.281311,3
0.65,256,440,20,163840,0.278269,3
0.65,256,450,20,163840,0.281493,3
0.65,256,460,20,163840,0.272303,3
0.65,256,470,20,163840,0.27867,3
0.65,256,480,20,163840,0.279005,3
0.65,256,490,20,163840,0.281541,3
0.65,256,500,20,163840,0.271341,3
0.65,256,30,25,163840,0.167005,3
0.65,256,40,25,163840,0.242688,3
0.65,256,50,25,163840,0.306176,3
0.65,256,60,25,163840,0.243985,3
0.65,256,70,25,163840,0.266368,3
0.65,256,80,25,163840,0.244838,3
0.65,256,90,25,163840,0.28963,3
0.65,256,100,25,163840,0.306995,3
0.65,256,110,25,163840,0.28032,3
0.65,256,120,25,163840,0.305408,3
0.65,256,130,25,163840,0.256925,3
0.65,256,140,25,163840,0.294841,3
0.65,256,150,25,163840,0.316663,3
0.65,256,160,25,163840,0.296215,3
0.65,256,170,25,163840,0.313778,3
0.65,256,180,25,163840,0.297292,3
0.65,256,190,25,163840,0.30526,3
0.65,256,200,25,163840,0.321105,3
0.65,256,210,25,163840,0.296484,3
0.65,256,220,25,163840,0.317928,3
0.65,256,230,25,163840,0.308429,3
0.65,256,240,25,163840,0.296835,3
0.65,256,250,25,163840,0.322233,3
0.65,256,260,25,163840,0.296226,3
0.65,256,270,25,163840,0.319689,3
0.65,256,280,25,163840,0.302226,3
0.65,256,290,25,163840,0.317105,3
0.65,256,300,25,163840,0.321975,3
0.65,256,310,25,163840,0.311569,3
0.65,256,320,25,163840,0.319727,3
0.65,256,330,25,163840,0.3088,3
0.65,256,340,25,163840,0.316544,3
0.65,256,350,25,163840,0.318681,3
0.65,256,360,25,163840,0.298411,3
0.65,256,370,25,163840,0.321773,3
0.65,256,380,25,163840,0.311044,3
0.65,256,390,25,163840,0.302918,3
0.65,256,400,25,163840,0.316766,3
0.65,256,410,25,163840,0.307354,3
0.65,256,420,25,163840,0.313472,3
0.65,256,430,25,163840,0.313219,3
0.65,256,440,25,163840,0.31371,3
0.65,256,450,25,163840,0.312772,3
0.65,256,460,25,163840,0.299231,3
0.65,256,470,25,163840,0.308888,3
0.65,256,480,25,163840,0.301918,3
0.65,256,490,25,163840,0.312298,3
0.65,256,500,25,163840,0.301118,3
0.65,256,30,30,163840,0.263314,3
0.65,256,40,30,163840,0.222673,3
0.65,256,50,30,163840,0.275549,3
0.65,256,60,30,163840,0.334196,3
0.65,256,70,30,163840,0.267136,3
0.65,256,80,30,163840,0.323038,3
0.65,256,90,30,163840,0.323704,3
0.65,256,100,30,163840,0.304333,3
0.65,256,110,30,163840,0.333414,3
0.65,256,120,30,163840,0.333545,3
0.65,256,130,30,163840,0.316047,3
0.65,256,140,30,163840,0.340378,3
0.65,256,150,30,163840,0.339816,3
0.65,256,160,30,163840,0.324676,3
0.65,256,170,30,163840,0.344269,3
0.65,256,180,30,163840,0.32256,3
0.65,256,190,30,163840,0.32926,3
0.65,256,200,30,163840,0.345761,3
0.65,256,210,30,163840,0.31872,3
0.65,256,220,30,163840,0.3328,3
0.65,256,230,30,163840,0.34647,3
0.65,256,240,30,163840,0.323038,3
0.65,256,250,30,163840,0.34318,3
0.65,256,260,30,163840,0.3393,3
0.65,256,270,30,163840,0.333699,3
0.65,256,280,30,163840,0.33751,3
0.65,256,290,30,163840,0.342618,3
0.65,256,300,30,163840,0.33591,3
0.65,256,310,30,163840,0.316468,3
0.65,256,320,30,163840,0.338782,3
0.65,256,330,30,163840,0.316855,3
0.65,256,340,30,163840,0.320864,3
0.65,256,350,30,163840,0.334767,3
0.65,256,360,30,163840,0.330256,3
0.65,256,370,30,163840,0.323851,3
0.65,256,380,30,163840,0.328587,3
0.65,256,390,30,163840,0.311539,3
0.65,256,400,30,163840,0.322273,3
0.65,256,410,30,163840,0.321403,3
0.65,256,420,30,163840,0.313546,3
0.65,256,430,30,163840,0.321359,3
0.65,256,440,30,163840,0.314173,3
0.65,256,450,30,163840,0.312214,3
0.65,256,460,30,163840,0.319982,3
0.65,256,470,30,163840,0.321606,3
0.65,256,480,30,163840,0.31762,3
0.65,256,490,30,163840,0.320824,3
0.65,256,500,30,163840,0.328726,3
0.65,256,30,35,163840,0.227584,3
0.65,256,40,35,163840,0.187943,3
0.65,256,50,35,163840,0.216942,3
0.65,256,60,35,163840,0.279631,3
0.65,256,70,35,163840,0.286583,3
0.65,256,80,35,163840,0.222487,3
0.65,256,90,35,163840,0.261949,3
0.65,256,100,35,163840,0.276015,3
0.65,256,110,35,163840,0.24887,3
0.65,256,120,35,163840,0.261339,3
0.65,256,130,35,163840,0.282917,3
0.65,256,140,35,163840,0.285628,3
0.65,256,150,35,163840,0.262554,3
0.65,256,160,35,163840,0.271189,3
0.65,256,170,35,163840,0.280908,3
0.65,256,180,35,163840,0.250275,3
0.65,256,190,35,163840,0.247024,3
0.65,256,200,35,163840,0.260009,3
0.65,256,210,35,163840,0.266965,3
0.65,256,220,35,163840,0.232166,3
0.65,256,230,35,163840,0.260324,3
0.65,256,240,35,163840,0.248502,3
0.65,256,250,35,163840,0.255078,3
0.65,256,260,35,163840,0.264875,3
0.65,256,270,35,163840,0.257408,3
0.65,256,280,35,163840,0.280005,3
0.65,256,290,35,163840,0.252606,3
0.65,256,300,35,163840,0.261383,3
0.65,256,310,35,163840,0.258581,3
0.65,256,320,35,163840,0.267222,3
0.65,256,330,35,163840,0.268288,3
0.65,256,340,35,163840,0.264901,3
0.65,256,350,35,163840,0.263181,3
0.65,256,360,35,163840,0.267564,3
0.65,256,370,35,163840,0.262311,3
0.65,256,380,35,163840,0.265345,3
0.65,256,390,35,163840,0.27022,3
0.65,256,400,35,163840,0.269949,3
0.65,256,410,35,163840,0.273554,3
0.65,256,420,35,163840,0.266475,3
0.65,256,430,35,163840,0.272021,3
0.65,256,440,35,163840,0.264212,3
0.65,256,450,35,163840,0.2788,3
0.65,256,460,35,163840,0.279593,3
0.65,256,470,35,163840,0.271643,3
0.65,256,480,35,163840,0.274548,3
0.65,256,490,35,163840,0.285735,3
0.65,256,500,35,163840,0.277156,3
0.65,256,30,40,163840,0.202752,3
0.65,256,40,40,163840,0.272612,3
0.65,256,50,40,163840,0.152986,3
0.65,256,60,40,163840,0.24221,3
0.65,256,70,40,163840,0.283307,3
0.65,256,80,40,163840,0.287925,3
0.65,256,90,40,163840,0.250508,3
0.65,256,100,40,163840,0.253781,3
0.65,256,110,40,163840,0.268042,3
0.65,256,120,40,163840,0.252186,3
0.65,256,130,40,163840,0.22645,3
0.65,256,140,40,163840,0.250157,3
0.65,256,150,40,163840,0.227891,3
0.65,256,160,40,163840,0.231863,3
0.65,256,170,40,163840,0.215552,3
0.65,256,180,40,163840,0.238547,3
0.65,256,190,40,163840,0.251236,3
0.65,256,200,40,163840,0.253909,3
0.65,256,210,40,163840,0.26135,3
0.65,256,220,40,163840,0.252368,3
0.65,256,230,40,163840,0.268642,3
0.65,256,240,40,163840,0.247669,3
0.65,256,250,40,163840,0.233377,3
0.65,256,260,40,163840,0.246016,3
0.65,256,270,40,163840,0.259543,3
0.65,256,280,40,163840,0.246086,3
0.65,256,290,40,163840,0.239364,3
0.65,256,300,40,163840,0.250965,3
0.65,256,310,40,163840,0.259556,3
0.65,256,320,40,163840,0.257065,3
0.65,256,330,40,163840,0.257144,3
0.65,256,340,40,163840,0.264538,3
0.65,256,350,40,163840,0.264296,3
0.65,256,360,40,163840,0.258024,3
0.65,256,370,40,163840,0.24799,3
0.65,256,380,40,163840,0.256276,3
0.65,256,390,40,163840,0.263064,3
0.65,256,400,40,163840,0.250155,3
0.65,256,410,40,163840,0.242126,3
0.65,256,420,40,163840,0.262955,3
0.65,256,430,40,163840,0.260158,3
0.65,256,440,40,163840,0.2471,3
0.65,256,450,40,163840,0.250975,3
0.65,256,460,40,163840,0.265255,3
0.65,256,470,40,163840,0.263503,3
0.65,256,480,40,163840,0.260502,3
0.65,256,490,40,163840,0.245436,3
0.65,256,500,40,163840,0.258348,3
0.65,256,30,45,163840,0.201159,3
0.65,256,40,45,163840,0.220067,3
0.65,256,50,45,163840,0.19136,3
0.65,256,60,45,163840,0.213353,3
0.65,256,70,45,163840,0.234155,3
0.65,256,80,45,163840,0.284311,3
0.65,256,90,45,163840,0.273306,3
0.65,256,100,45,163840,0.243302,3
0.65,256,110,45,163840,0.267223,3
0.65,256,120,45,163840,0.241869,3
0.65,256,130,45,163840,0.300898,3
0.65,256,140,45,163840,0.266368,3
0.65,256,150,45,163840,0.253326,3
0.65,256,160,45,163840,0.275193,3
0.65,256,170,45,163840,0.293332,3
0.65,256,180,45,163840,0.280366,3
0.65,256,190,45,163840,0.255863,3
0.65,256,200,45,163840,0.273827,3
0.65,256,210,45,163840,0.281532,3
0.65,256,220,45,163840,0.301009,3
0.65,256,230,45,163840,0.257176,3
0.65,256,240,45,163840,0.268591,3
0.65,256,250,45,163840,0.288926,3
0.65,256,260,45,163840,0.289413,3
0.65,256,270,45,163840,0.274501,3
0.65,256,280,45,163840,0.266663,3
0.65,256,290,45,163840,0.280378,3
0.65,256,300,45,163840,0.284867,3
0.65,256,310,45,163840,0.284168,3
0.65,256,320,45,163840,0.241949,3
0.65,256,330,45,163840,0.268428,3
0.65,256,340,45,163840,0.274017,3
0.65,256,350,45,163840,0.28726,3
0.65,256,360,45,163840,0.274193,3
0.65,256,370,45,163840,0.271565,3
0.65,256,380,45,163840,0.277289,3
0.65,256,390,45,163840,0.28649,3
0.65,256,400,45,163840,0.282155,3
0.65,256,410,45,163840,0.273338,3
0.65,256,420,45,163840,0.278458,3
0.65,256,430,45,163840,0.270336,3
0.65,256,440,45,163840,0.28886,3
0.65,256,450,45,163840,0.283047,3
0.65,256,460,45,163840,0.268722,3
0.65,256,470,45,163840,0.274808,3
0.65,256,480,45,163840,0.279914,3
0.65,256,490,45,163840,0.287113,3
0.65,256,500,45,163840,0.272306,3
0.65,256,30,50,163840,0.100921,3
0.65,256,40,50,163840,0.201557,3
0.65,256,50,50,163840,0.304128,3
0.65,256,60,50,163840,0.193051,3
0.65,256,70,50,163840,0.235634,3
0.65,256,80,50,163840,0.229766,3
0.65,256,90,50,163840,0.286504,3
0.65,256,100,50,163840,0.275177,3
0.65,256,110,50,163840,0.229164,3
0.65,256,120,50,163840,0.242142,3
0.65,256,130,50,163840,0.278821,3
0.65,256,140,50,163840,0.292087,3
0.65,256,150,50,163840,0.326217,3
0.65,256,160,50,163840,0.249436,3
0.65,256,170,50,163840,0.276093,3
0.65,256,180,50,163840,0.285965,3
0.65,256,190,50,163840,0.300463,3
0.65,256,200,50,163840,0.30295,3
0.65,256,210,50,163840,0.265515,3
0.65,256,220,50,163840,0.27113,3
0.65,256,230,50,163840,0.3007,3
0.65,256,240,50,163840,0.295915,3
0.65,256,250,50,163840,0.313643,3
0.65,256,260,50,163840,0.280613,3
0.65,256,270,50,163840,0.280046,3
0.65,256,280,50,163840,0.29018,3
0.65,256,290,50,163840,0.305332,3
0.65,256,300,50,163840,0.304215,3
0.65,256,310,50,163840,0.272655,3
0.65,256,320,50,163840,0.293557,3
0.65,256,330,50,163840,0.295626,3
0.65,256,340,50,163840,0.307603,3
0.65,256,350,50,163840,0.305574,3
0.65,256,360,50,163840,0.284918,3
0.65,256,370,50,163840,0.285177,3
0.65,256,380,50,163840,0.300155,3
0.65,256,390,50,163840,0.304236,3
0.65,256,400,50,163840,0.30914,3
0.65,256,410,50,163840,0.279981,3
0.65,256,420,50,163840,0.290117,3
0.65,256,430,50,163840,0.289921,3
0.65,256,440,50,163840,0.302429,3
0.65,256,450,50,163840,0.291999,3
0.65,256,460,50,163840,0.283169,3
0.65,256,470,50,163840,0.283221,3
0.65,256,480,50,163840,0.297091,3
0.65,256,490,50,163840,0.299827,3
0.65,256,500,50,163840,0.292216,3
0.65,256,30,10,174080,0.3072,3
0.65,256,40,10,174080,0.306176,3
0.65,256,50,10,174080,0.278342,3
0.65,256,60,10,174080,0.282939,3
0.65,256,70,10,174080,0.285491,3
0.65,256,80,10,174080,0.288286,3
0.65,256,90,10,174080,0.290277,3
0.65,256,100,10,174080,0.291401,3
0.65,256,110,10,174080,0.293042,3
0.65,256,120,10,174080,0.294093,3
0.65,256,130,10,174080,0.283502,3
0.65,256,140,10,174080,0.284604,3
0.65,256,150,10,174080,0.29478,3
0.65,256,160,10,174080,0.29454,3
0.65,256,170,10,174080,0.295146,3
0.65,256,180,10,174080,0.295466,3
0.65,256,190,10,174080,0.29507,3
0.65,256,200,10,174080,0.287305,3
0.65,256,210,10,174080,0.287604,3
0.65,256,220,10,174080,0.287521,3
0.65,256,230,10,174080,0.293648,3
0.65,256,240,10,174080,0.287007,3
0.65,256,250,10,174080,0.274735,3
0.65,256,260,10,174080,0.290198,3
0.65,256,270,10,174080,0.284123,3
0.65,256,280,10,174080,0.284284,3
0.65,256,290,10,174080,0.273474,3
0.65,256,300,10,174080,0.273184,3
0.65,256,310,10,174080,0.280896,3
0.65,256,320,10,174080,0.277287,3
0.65,256,330,10,174080,0.266328,3
0.65,256,340,10,174080,0.266411,3
0.65,256,350,10,174080,0.277893,3
0.65,256,360,10,174080,0.27634,3
0.65,256,370,10,174080,0.275115,3
0.65,256,380,10,174080,0.276613,3
0.65,256,390,10,174080,0.274246,3
0.65,256,400,10,174080,0.265116,3
0.65,256,410,10,174080,0.263973,3
0.65,256,420,10,174080,0.265493,3
0.65,256,430,10,174080,0.265854,3
0.65,256,440,10,174080,0.271336,3
0.65,256,450,10,174080,0.267014,3
0.65,256,460,10,174080,0.265984,3
0.65,256,470,10,174080,0.261654,3
0.65,256,480,10,174080,0.261498,3
0.65,256,490,10,174080,0.258222,3
0.65,256,500,10,174080,0.265403,3
0.65,256,30,15,174080,0.3072,3
0.65,256,40,15,174080,0.304896,3
0.65,256,50,15,174080,0.278156,3
0.65,256,60,15,174080,0.334196,3
0.65,256,70,15,174080,0.32831,3
0.65,256,80,15,174080,0.306176,3
0.65,256,90,15,174080,0.345088,3
0.65,256,100,15,174080,0.321859,3
0.65,256,110,15,174080,0.320463,3
0.65,256,120,15,174080,0.319577,3
0.65,256,130,15,174080,0.332032,3
0.65,256,140,15,174080,0.316833,3
0.65,256,150,15,174080,0.295507,3
0.65,256,160,15,174080,0.325905,3
0.65,256,170,15,174080,0.305574,3
0.65,256,180,15,174080,0.297292,3
0.65,256,190,15,174080,0.305529,3
0.65,256,200,15,174080,0.30551,3
0.65,256,210,15,174080,0.297198,3
0.65,256,220,15,174080,0.298052,3
0.65,256,230,15,174080,0.298529,3
0.65,256,240,15,174080,0.292045,3
0.65,256,250,15,174080,0.310251,3
0.65,256,260,15,174080,0.291612,3
0.65,256,270,15,174080,0.292315,3
0.65,256,280,15,174080,0.30787,3
0.65,256,290,15,174080,0.292011,3
0.65,256,300,15,174080,0.282464,3
0.65,256,310,15,174080,0.301651,3
0.65,256,320,15,174080,0.296992,3
0.65,256,330,15,174080,0.287699,3
0.65,256,340,15,174080,0.299912,3
0.65,256,350,15,174080,0.290389,3
0.65,256,360,15,174080,0.286474,3
0.65,256,370,15,174080,0.294939,3
0.65,256,380,15,174080,0.29855,3
0.65,256,390,15,174080,0.285582,3
0.65,256,400,15,174080,0.289392,3
0.65,256,410,15,174080,0.281767,3
0.65,256,420,15,174080,0.289684,3
0.65,256,430,15,174080,0.289921,3
0.65,256,440,15,174080,0.284267,3
0.65,256,450,15,174080,0.286742,3
0.65,256,460,15,174080,0.29184,3
0.65,256,470,15,174080,0.287086,3
0.65,256,480,15,174080,0.285236,3
0.65,256,490,15,174080,0.296128,3
0.65,256,500,15,174080,0.287191,3
0.65,256,30,20,174080,0.228864,3
0.65,256,40,20,174080,0.306944,3
0.65,256,50,20,174080,0.276852,3
0.65,256,60,20,174080,0.3072,3
0.65,256,70,20,174080,0.284672,3
0.65,256,80,20,174080,0.306688,3
0.65,256,90,20,174080,0.290493,3
0.65,256,100,20,174080,0.291986,3
0.65,256,110,20,174080,0.292864,3
0.65,256,120,20,174080,0.306347,3
0.65,256,130,20,174080,0.306018,3
0.65,256,140,20,174080,0.305883,3
0.65,256,150,20,174080,0.304606,3
0.65,256,160,20,174080,0.314797,3
0.65,256,170,20,174080,0.305092,3
0.65,256,180,20,174080,0.30555,3
0.65,256,190,20,174080,0.305421,3
0.65,256,200,20,174080,0.304845,3
0.65,256,210,20,174080,0.304567,3
0.65,256,220,20,174080,0.311725,3
0.65,256,230,20,174080,0.297526,3
0.65,256,240,20,174080,0.311252,3
0.65,256,250,20,174080,0.297603,3
0.65,256,260,20,174080,0.303852,3
0.65,256,270,20,174080,0.304128,3
0.65,256,280,20,174080,0.304201,3
0.65,256,290,20,174080,0.298348,3
0.65,256,300,20,174080,0.301943,3
0.65,256,310,20,174080,0.298683,3
0.65,256,320,20,174080,0.302688,3
0.65,256,330,20,174080,0.297999,3
0.65,256,340,20,174080,0.301719,3
0.65,256,350,20,174080,0.296787,3
0.65,256,360,20,174080,0.297184,3
0.65,256,370,20,174080,0.292352,3
0.65,256,380,20,174080,0.301352,3
0.65,256,390,20,174080,0.29626,3
0.65,256,400,20,174080,0.300262,3
0.65,256,410,20,174080,0.296615,3
0.65,256,420,20,174080,0.29537,3
0.65,256,430,20,174080,0.294677,3
0.65,256,440,20,174080,0.298822,3
0.65,256,450,20,174080,0.291951,3
0.65,256,460,20,174080,0.288164,3
0.65,256,470,20,174080,0.297418,3
0.65,256,480,20,174080,0.293603,3
0.65,256,490,20,174080,0.287328,3
0.65,256,500,20,174080,0.295281,3
0.65,256,30,25,174080,0.204345,3
0.65,256,40,25,174080,0.243507,3
0.65,256,50,25,174080,0.279273,3
0.65,256,60,25,174080,0.244804,3
0.65,256,70,25,174080,0.305006,3
0.65,256,80,25,174080,0.272953,3
0.65,256,90,25,174080,0.290277,3
0.65,256,100,25,174080,0.266774,3
0.65,256,110,25,174080,0.280917,3
0.65,256,120,25,174080,0.30592,3
0.65,256,130,25,174080,0.295367,3
0.65,256,140,25,174080,0.306249,3
0.65,256,150,25,174080,0.306517,3
0.65,256,160,25,174080,0.306112,3
0.65,256,170,25,174080,0.315144,3
0.65,256,180,25,174080,0.297735,3
0.65,256,190,25,174080,0.313842,3
0.65,256,200,25,174080,0.30633,3
0.65,256,210,25,174080,0.305835,3
0.65,256,220,25,174080,0.320317,3
0.65,256,230,25,174080,0.305686,3
0.65,256,240,25,174080,0.311601,3
0.65,256,250,25,174080,0.300012,3
0.65,256,260,25,174080,0.299935,3
0.65,256,270,25,174080,0.306328,3
0.65,256,280,25,174080,0.290226,3
0.65,256,290,25,174080,0.295799,3
0.65,256,300,25,174080,0.286496,3
0.65,256,310,25,174080,0.295872,3
0.65,256,320,25,174080,0.3056,3
0.65,256,330,25,174080,0.292092,3
0.65,256,340,25,174080,0.301056,3
0.65,256,350,25,174080,0.28874,3
0.65,256,360,25,174080,0.292755,3
0.65,256,370,25,174080,0.296556,3
0.65,256,380,25,174080,0.289792,3
0.65,256,390,25,174080,0.297446,3
0.65,256,400,25,174080,0.276689,3
0.65,256,410,25,174080,0.286461,3
0.65,256,420,25,174080,0.296865,3
0.65,256,430,25,174080,0.29027,3
0.65,256,440,25,174080,0.293517,3
0.65,256,450,25,174080,0.29001,3
0.65,256,460,25,174080,0.28767,3
0.65,256,470,25,174080,0.296768,3
0.65,256,480,25,174080,0.283768,3
