DataRate,Payload Size,No of Stations,No of Slots,Beacon Interval,Throughput,Simulation Time 
0.65,256,480,35,122880,0.298411,3
0.65,256,490,35,122880,0.295015,3
0.65,256,500,35,122880,0.283034,3
0.65,256,30,40,122880,0.181453,3
0.65,256,40,40,122880,0.271474,3
0.65,256,50,40,122880,0.216795,3
0.65,256,60,40,122880,0.240708,3
0.65,256,70,40,122880,0.264064,3
0.65,256,80,40,122880,0.325359,3
0.65,256,90,40,122880,0.260681,3
0.65,256,100,40,122880,0.274246,3
0.65,256,110,40,122880,0.313832,3
0.65,256,120,40,122880,0.302165,3
0.65,256,130,40,122880,0.28892,3
0.65,256,140,40,122880,0.280235,3
0.65,256,150,40,122880,0.308824,3
0.65,256,160,40,122880,0.319761,3
0.65,256,170,40,122880,0.282965,3
0.65,256,180,40,122880,0.291425,3
0.65,256,190,40,122880,0.314254,3
0.65,256,200,40,122880,0.315608,3
0.65,256,210,40,122880,0.284858,3
0.65,256,220,40,122880,0.299241,3
0.65,256,230,40,122880,0.312785,3
0.65,256,240,40,122880,0.32391,3
0.65,256,250,40,122880,0.285263,3
0.65,256,260,40,122880,0.29507,3
0.65,256,270,40,122880,0.308027,3
0.65,256,280,40,122880,0.32266,3
0.65,256,290,40,122880,0.291381,3
0.65,256,300,40,122880,0.302186,3
0.65,256,310,40,122880,0.311614,3
0.65,256,320,40,122880,0.315739,3
0.65,256,330,40,122880,0.296,3
0.65,256,340,40,122880,0.302474,3
0.65,256,350,40,122880,0.310697,3
0.65,256,360,40,122880,0.323296,3
0.65,256,370,40,122880,0.311115,3
0.65,256,380,40,122880,0.316965,3
0.65,256,390,40,122880,0.31144,3
0.65,256,400,40,122880,0.314681,3
0.65,256,410,40,122880,0.299354,3
0.65,256,420,40,122880,0.309035,3
0.65,256,430,40,122880,0.313423,3
0.65,256,440,40,122880,0.314315,3
0.65,256,450,40,122880,0.302339,3
0.65,256,460,40,122880,0.308299,3
0.65,256,470,40,122880,0.312645,3
0.65,256,480,40,122880,0.305056,3
0.65,256,490,40,122880,0.304964,3
0.65,256,500,40,122880,0.299278,3
0.65,256,30,45,122880,0.139894,3
0.65,256,40,45,122880,0.238797,3
0.65,256,50,45,122880,0.189056,3
0.65,256,60,45,122880,0.212028,3
0.65,256,70,45,122880,0.234496,3
0.65,256,80,45,122880,0.252551,3
0.65,256,90,45,122880,0.28575,3
0.65,256,100,45,122880,0.238879,3
0.65,256,110,45,122880,0.263455,3
0.65,256,120,45,122880,0.272935,3
0.65,256,130,45,122880,0.319232,3
0.65,256,140,45,122880,0.299154,3
0.65,256,150,45,122880,0.282944,3
0.65,256,160,45,122880,0.286472,3
0.65,256,170,45,122880,0.304531,3
0.65,256,180,45,122880,0.325632,3
0.65,256,190,45,122880,0.303325,3
0.65,256,200,45,122880,0.302999,3
0.65,256,210,45,122880,0.309146,3
0.65,256,220,45,122880,0.322765,3
0.65,256,230,45,122880,0.323633,3
0.65,256,240,45,122880,0.311979,3
0.65,256,250,45,122880,0.309858,3
0.65,256,260,45,122880,0.327903,3
0.65,256,270,45,122880,0.32832,3
0.65,256,280,45,122880,0.324362,3
0.65,256,290,45,122880,0.319295,3
0.65,256,300,45,122880,0.3271,3
0.65,256,310,45,122880,0.322243,3
0.65,256,320,45,122880,0.31956,3
0.65,256,330,45,122880,0.318217,3
0.65,256,340,45,122880,0.32827,3
0.65,256,350,45,122880,0.326963,3
0.65,256,360,45,122880,0.337114,3
0.65,256,370,45,122880,0.322432,3
0.65,256,380,45,122880,0.321414,3
0.65,256,390,45,122880,0.318554,3
0.65,256,400,45,122880,0.32759,3
0.65,256,410,45,122880,0.326042,3
0.65,256,420,45,122880,0.325315,3
0.65,256,430,45,122880,0.318041,3
0.65,256,440,45,122880,0.326642,3
0.65,256,450,45,122880,0.327494,3
0.65,256,460,45,122880,0.330951,3
0.65,256,470,45,122880,0.323328,3
0.65,256,480,45,122880,0.319858,3
0.65,256,490,45,122880,0.333875,3
0.65,256,500,45,122880,0.318988,3
0.65,256,30,50,122880,0.129755,3
0.65,256,40,50,122880,0.198485,3
0.65,256,50,50,122880,0.252928,3
0.65,256,60,50,122880,0.212751,3
0.65,256,70,50,122880,0.201387,3
0.65,256,80,50,122880,0.264192,3
0.65,256,90,50,122880,0.299349,3
0.65,256,100,50,122880,0.286622,3
0.65,256,110,50,122880,0.254188,3
0.65,256,120,50,122880,0.264268,3
0.65,256,130,50,122880,0.285431,3
0.65,256,140,50,122880,0.309248,3
0.65,256,150,50,122880,0.311508,3
0.65,256,160,50,122880,0.263908,3
0.65,256,170,50,122880,0.2883,3
0.65,256,180,50,122880,0.295822,3
0.65,256,190,50,122880,0.30811,3
0.65,256,200,50,122880,0.323141,3
0.65,256,210,50,122880,0.301655,3
0.65,256,220,50,122880,0.282134,3
0.65,256,230,50,122880,0.299736,3
0.65,256,240,50,122880,0.311023,3
0.65,256,250,50,122880,0.298423,3
0.65,256,260,50,122880,0.28342,3
0.65,256,270,50,122880,0.292825,3
0.65,256,280,50,122880,0.301966,3
0.65,256,290,50,122880,0.312017,3
0.65,256,300,50,122880,0.299538,3
0.65,256,310,50,122880,0.283404,3
0.65,256,320,50,122880,0.284608,3
0.65,256,330,50,122880,0.299593,3
0.65,256,340,50,122880,0.308468,3
0.65,256,350,50,122880,0.292232,3
0.65,256,360,50,122880,0.289951,3
0.65,256,370,50,122880,0.292494,3
0.65,256,380,50,122880,0.294126,3
0.65,256,390,50,122880,0.300804,3
0.65,256,400,50,122880,0.304405,3
0.65,256,410,50,122880,0.29938,3
0.65,256,420,50,122880,0.306136,3
0.65,256,430,50,122880,0.30249,3
0.65,256,440,50,122880,0.294937,3
0.65,256,450,50,122880,0.301352,3
0.65,256,460,50,122880,0.299418,3
0.65,256,470,50,122880,0.297436,3
0.65,256,480,50,122880,0.308308,3
0.65,256,490,50,122880,0.300987,3
0.65,256,500,50,122880,0.294934,3
0.65,256,30,5,133120,0.306859,3
0.65,256,40,5,133120,0.306688,3
0.65,256,50,5,133120,0.305971,3
0.65,256,60,5,133120,0.332893,3
0.65,256,70,5,133120,0.305445,3
0.65,256,80,5,133120,0.30464,3
0.65,256,90,5,133120,0.301852,3
0.65,256,100,5,133120,0.300237,3
0.65,256,110,5,133120,0.287343,3
0.65,256,120,5,133120,0.287375,3
0.65,256,130,5,133120,0.283913,3
0.65,256,140,5,133120,0.264721,3
0.65,256,150,5,133120,0.282822,3
0.65,256,160,5,133120,0.27859,3
0.65,256,170,5,133120,0.269198,3
0.65,256,180,5,133120,0.270336,3
0.65,256,190,5,133120,0.257948,3
0.65,256,200,5,133120,0.264826,3
0.65,256,210,5,133120,0.256,3
0.65,256,220,5,133120,0.254301,3
0.65,256,230,5,133120,0.250023,3
0.65,256,240,5,133120,0.249976,3
0.65,256,250,5,133120,0.236004,3
0.65,256,260,5,133120,0.231927,3
0.65,256,270,5,133120,0.233719,3
0.65,256,280,5,133120,0.247808,3
0.65,256,290,5,133120,0.22411,3
0.65,256,300,5,133120,0.221562,3
0.65,256,310,5,133120,0.222035,3
0.65,256,320,5,133120,0.213594,3
0.65,256,330,5,133120,0.21772,3
0.65,256,340,5,133120,0.224467,3
0.65,256,350,5,133120,0.212415,3
0.65,256,360,5,133120,0.215675,3
0.65,256,370,5,133120,0.224876,3
0.65,256,380,5,133120,0.224754,3
0.65,256,390,5,133120,0.21372,3
0.65,256,400,5,133120,0.218344,3
0.65,256,410,5,133120,0.21378,3
0.65,256,420,5,133120,0.208768,3
0.65,256,430,5,133120,0.209402,3
0.65,256,440,5,133120,0.217295,3
0.65,256,450,5,133120,0.211593,3
0.65,256,460,5,133120,0.211728,3
0.65,256,470,5,133120,0.207391,3
0.65,256,480,5,133120,0.204143,3
0.65,256,490,5,133120,0.215576,3
0.65,256,500,5,133120,0.200656,3
0.65,256,30,10,133120,0.306517,3
0.65,256,40,10,133120,0.305664,3
0.65,256,50,10,133120,0.278342,3
0.65,256,60,10,133120,0.306347,3
0.65,256,70,10,133120,0.28631,3
0.65,256,80,10,133120,0.287925,3
0.65,256,90,10,133120,0.289954,3
0.65,256,100,10,133120,0.291401,3
0.65,256,110,10,133120,0.279808,3
0.65,256,120,10,133120,0.293274,3
0.65,256,130,10,133120,0.29385,3
0.65,256,140,10,133120,0.294206,3
0.65,256,150,10,133120,0.295044,3
0.65,256,160,10,133120,0.294788,3
0.65,256,170,10,133120,0.295322,3
0.65,256,180,10,133120,0.287205,3
0.65,256,190,10,133120,0.294282,3
0.65,256,200,10,133120,0.287305,3
0.65,256,210,10,133120,0.285463,3
0.65,256,220,10,133120,0.286319,3
0.65,256,230,10,133120,0.299097,3
0.65,256,240,10,133120,0.291527,3
0.65,256,250,10,133120,0.283569,3
0.65,256,260,10,133120,0.29012,3
0.65,256,270,10,133120,0.289811,3
0.65,256,280,10,133120,0.294363,3
0.65,256,290,10,133120,0.279586,3
0.65,256,300,10,133120,0.276415,3
0.65,256,310,10,133120,0.282949,3
0.65,256,320,10,133120,0.280355,3
0.65,256,330,10,133120,0.276449,3
0.65,256,340,10,133120,0.27916,3
0.65,256,350,10,133120,0.280517,3
0.65,256,360,10,133120,0.280436,3
0.65,256,370,10,133120,0.281923,3
0.65,256,380,10,133120,0.290115,3
0.65,256,390,10,133120,0.279511,3
0.65,256,400,10,133120,0.275443,3
0.65,256,410,10,133120,0.261827,3
0.65,256,420,10,133120,0.269385,3
0.65,256,430,10,133120,0.260543,3
0.65,256,440,10,133120,0.27765,3
0.65,256,450,10,133120,0.278669,3
0.65,256,460,10,133120,0.266012,3
0.65,256,470,10,133120,0.265542,3
0.65,256,480,10,133120,0.262567,3
0.65,256,490,10,133120,0.259486,3
0.65,256,500,10,133120,0.259605,3
0.65,256,30,15,133120,0.306859,3
0.65,256,40,15,133120,0.270791,3
0.65,256,50,15,133120,0.278342,3
0.65,256,60,15,133120,0.306176,3
0.65,256,70,15,133120,0.285218,3
0.65,256,80,15,133120,0.2866,3
0.65,256,90,15,133120,0.305948,3
0.65,256,100,15,133120,0.305357,3
0.65,256,110,15,133120,0.29233,3
0.65,256,120,15,133120,0.305749,3
0.65,256,130,15,133120,0.305073,3
0.65,256,140,15,133120,0.293994,3
0.65,256,150,15,133120,0.305015,3
0.65,256,160,15,133120,0.30336,3
0.65,256,170,15,133120,0.295848,3
0.65,256,180,15,133120,0.303844,3
0.65,256,190,15,133120,0.302942,3
0.65,256,200,15,133120,0.289304,3
0.65,256,210,15,133120,0.303982,3
0.65,256,220,15,133120,0.303244,3
0.65,256,230,15,133120,0.289963,3
0.65,256,240,15,133120,0.296417,3
0.65,256,250,15,133120,0.296197,3
0.65,256,260,15,133120,0.290133,3
0.65,256,270,15,133120,0.29655,3
0.65,256,280,15,133120,0.290887,3
0.65,256,290,15,133120,0.29126,3
0.65,256,300,15,133120,0.289858,3
0.65,256,310,15,133120,0.29072,3
0.65,256,320,15,133120,0.283816,3
0.65,256,330,15,133120,0.285948,3
0.65,256,340,15,133120,0.284845,3
0.65,256,350,15,133120,0.280714,3
0.65,256,360,15,133120,0.277198,3
0.65,256,370,15,133120,0.285816,3
0.65,256,380,15,133120,0.282061,3
0.65,256,390,15,133120,0.28195,3
0.65,256,400,15,133120,0.280576,3
0.65,256,410,15,133120,0.272943,3
0.65,256,420,15,133120,0.272202,3
0.65,256,430,15,133120,0.274049,3
0.65,256,440,15,133120,0.272885,3
0.65,256,450,15,133120,0.275079,3
0.65,256,460,15,133120,0.266916,3
0.65,256,470,15,133120,0.264754,3
0.65,256,480,15,133120,0.268407,3
0.65,256,490,15,133120,0.279075,3
0.65,256,500,15,133120,0.26758,3
0.65,256,30,20,133120,0.228608,3
0.65,256,40,20,133120,0.272839,3
0.65,256,50,20,133120,0.254976,3
0.65,256,60,20,133120,0.283412,3
0.65,256,70,20,133120,0.285764,3
0.65,256,80,20,133120,0.306304,3
0.65,256,90,20,133120,0.288768,3
0.65,256,100,20,133120,0.321859,3
0.65,256,110,20,133120,0.291706,3
0.65,256,120,20,133120,0.306005,3
0.65,256,130,20,133120,0.294229,3
0.65,256,140,20,133120,0.29583,3
0.65,256,150,20,133120,0.306722,3
0.65,256,160,20,133120,0.297208,3
0.65,256,170,20,133120,0.306296,3
0.65,256,180,20,133120,0.282519,3
0.65,256,190,20,133120,0.298535,3
0.65,256,200,20,133120,0.278156,3
0.65,256,210,20,133120,0.292259,3
0.65,256,220,20,133120,0.280363,3
0.65,256,230,20,133120,0.2994,3
0.65,256,240,20,133120,0.276982,3
0.65,256,250,20,133120,0.28815,3
0.65,256,260,20,133120,0.278312,3
0.65,256,270,20,133120,0.288948,3
0.65,256,280,20,133120,0.280039,3
0.65,256,290,20,133120,0.290077,3
0.65,256,300,20,133120,0.28108,3
0.65,256,310,20,133120,0.290343,3
0.65,256,320,20,133120,0.277884,3
0.65,256,330,20,133120,0.290282,3
0.65,256,340,20,133120,0.274705,3
0.65,256,350,20,133120,0.290984,3
0.65,256,360,20,133120,0.287475,3
0.65,256,370,20,133120,0.290284,3
0.65,256,380,20,133120,0.283888,3
0.65,256,390,20,133120,0.286645,3
0.65,256,400,20,133120,0.281552,3
0.65,256,410,20,133120,0.29019,3
0.65,256,420,20,133120,0.284951,3
0.65,256,430,20,133120,0.289919,3
0.65,256,440,20,133120,0.281186,3
0.65,256,450,20,133120,0.287243,3
0.65,256,460,20,133120,0.286144,3
0.65,256,470,20,133120,0.289423,3
0.65,256,480,20,133120,0.282888,3
0.65,256,490,20,133120,0.291779,3
0.65,256,500,20,133120,0.278796,3
0.65,256,30,25,133120,0.228608,3
0.65,256,40,25,133120,0.269426,3
0.65,256,50,25,133120,0.306586,3
0.65,256,60,25,133120,0.303445,3
0.65,256,70,25,133120,0.303543,3
0.65,256,80,25,133120,0.305664,3
0.65,256,90,25,133120,0.341888,3
0.65,256,100,25,133120,0.278435,3
0.65,256,110,25,133120,0.319781,3
0.65,256,120,25,133120,0.317707,3
0.65,256,130,25,133120,0.284087,3
0.65,256,140,25,133120,0.294418,3
0.65,256,150,25,133120,0.269794,3
0.65,256,160,25,133120,0.285997,3
0.65,256,170,25,133120,0.303285,3
0.65,256,180,25,133120,0.289361,3
0.65,256,190,25,133120,0.295595,3
0.65,256,200,25,133120,0.291157,3
0.65,256,210,25,133120,0.296579,3
0.65,256,220,25,133120,0.310296,3
0.65,256,230,25,133120,0.299226,3
0.65,256,240,25,133120,0.310642,3
0.65,256,250,25,133120,0.293573,3
0.65,256,260,25,133120,0.304364,3
0.65,256,270,25,133120,0.320492,3
0.65,256,280,25,133120,0.309769,3
0.65,256,290,25,133120,0.314917,3
0.65,256,300,25,133120,0.310463,3
0.65,256,310,25,133120,0.319141,3
0.65,256,320,25,133120,0.322594,3
0.65,256,330,25,133120,0.318448,3
0.65,256,340,25,133120,0.327843,3
0.65,256,350,25,133120,0.308536,3
0.65,256,360,25,133120,0.320964,3
0.65,256,370,25,133120,0.325216,3
0.65,256,380,25,133120,0.324882,3
0.65,256,390,25,133120,0.332613,3
0.65,256,400,25,133120,0.314647,3
0.65,256,410,25,133120,0.327411,3
0.65,256,420,25,133120,0.338958,3
0.65,256,430,25,133120,0.325402,3
0.65,256,440,25,133120,0.331776,3
0.65,256,450,25,133120,0.324706,3
0.65,256,460,25,133120,0.323298,3
0.65,256,470,25,133120,0.334981,3
0.65,256,480,25,133120,0.325586,3
0.65,256,490,25,133120,0.340086,3
0.65,256,500,25,133120,0.324861,3
0.65,256,30,30,133120,0.202752,3
0.65,256,40,30,133120,0.186998,3
0.65,256,50,30,133120,0.217088,3
0.65,256,60,30,133120,0.262144,3
0.65,256,70,30,133120,0.236316,3
0.65,256,80,30,133120,0.230936,3
0.65,256,90,30,133120,0.227413,3
0.65,256,100,30,133120,0.224446,3
0.65,256,110,30,133120,0.265257,3
0.65,256,120,30,133120,0.270184,3
0.65,256,130,30,133120,0.244992,3
0.65,256,140,30,133120,0.262912,3
0.65,256,150,30,133120,0.266903,3
0.65,256,160,30,133120,0.267435,3
0.65,256,170,30,133120,0.255232,3
0.65,256,180,30,133120,0.2459,3
0.65,256,190,30,133120,0.244691,3
0.65,256,200,30,133120,0.259117,3
0.65,256,210,30,133120,0.254077,3
0.65,256,220,30,133120,0.242119,3
0.65,256,230,30,133120,0.250539,3
0.65,256,240,30,133120,0.249856,3
0.65,256,250,30,133120,0.234155,3
0.65,256,260,30,133120,0.240364,3
0.65,256,270,30,133120,0.24736,3
0.65,256,280,30,133120,0.243284,3
0.65,256,290,30,133120,0.249795,3
0.65,256,300,30,133120,0.252913,3
0.65,256,310,30,133120,0.236221,3
0.65,256,320,30,133120,0.244995,3
0.65,256,330,30,133120,0.251358,3
0.65,256,340,30,133120,0.24297,3
0.65,256,350,30,133120,0.24856,3
0.65,256,360,30,133120,0.246278,3
0.65,256,370,30,133120,0.24682,3
0.65,256,380,30,133120,0.240594,3
0.65,256,390,30,133120,0.248349,3
0.65,256,400,30,133120,0.24758,3
0.65,256,410,30,133120,0.242505,3
0.65,256,420,30,133120,0.250009,3
0.65,256,430,30,133120,0.242098,3
0.65,256,440,30,133120,0.243834,3
0.65,256,450,30,133120,0.252744,3
0.65,256,460,30,133120,0.242885,3
0.65,256,470,30,133120,0.249511,3
0.65,256,480,30,133120,0.24741,3
0.65,256,490,30,133120,0.257256,3
0.65,256,500,30,133120,0.249389,3
0.65,256,30,35,133120,0.202524,3
0.65,256,40,35,133120,0.187313,3
0.65,256,50,35,133120,0.168846,3
0.65,256,60,35,133120,0.27774,3
0.65,256,70,35,133120,0.26688,3
0.65,256,80,35,133120,0.220067,3
0.65,256,90,35,133120,0.236143,3
0.65,256,100,35,133120,0.262589,3
0.65,256,110,35,133120,0.239031,3
0.65,256,120,35,133120,0.234991,3
0.65,256,130,35,133120,0.281088,3
0.65,256,140,35,133120,0.256248,3
0.65,256,150,35,133120,0.259511,3
0.65,256,160,35,133120,0.268174,3
0.65,256,170,35,133120,0.268989,3
0.65,256,180,35,133120,0.234986,3
0.65,256,190,35,133120,0.277579,3
0.65,256,200,35,133120,0.238838,3
0.65,256,210,35,133120,0.280212,3
0.65,256,220,35,133120,0.268664,3
0.65,256,230,35,133120,0.274432,3
0.65,256,240,35,133120,0.287171,3
0.65,256,250,35,133120,0.265691,3
0.65,256,260,35,133120,0.270408,3
0.65,256,270,35,133120,0.289848,3
0.65,256,280,35,133120,0.279292,3
0.65,256,290,35,133120,0.274961,3
0.65,256,300,35,133120,0.267512,3
0.65,256,310,35,133120,0.285024,3
0.65,256,320,35,133120,0.269624,3
0.65,256,330,35,133120,0.281028,3
0.65,256,340,35,133120,0.281971,3
0.65,256,350,35,133120,0.269817,3
0.65,256,360,35,133120,0.280465,3
0.65,256,370,35,133120,0.27523,3
0.65,256,380,35,133120,0.283528,3
0.65,256,390,35,133120,0.27186,3
0.65,256,400,35,133120,0.276733,3
0.65,256,410,35,133120,0.283573,3
0.65,256,420,35,133120,0.280793,3
0.65,256,430,35,133120,0.268242,3
0.65,256,440,35,133120,0.278045,3
0.65,256,450,35,133120,0.272179,3
0.65,256,460,35,133120,0.271494,3
0.65,256,470,35,133120,0.273942,3
0.65,256,480,35,133120,0.282492,3
0.65,256,490,35,133120,0.280149,3
0.65,256,500,35,133120,0.271667,3
0.65,256,30,40,133120,0.165143,3
0.65,256,40,40,133120,0.305664,3
0.65,256,50,40,133120,0.1888,3
0.65,256,60,40,133120,0.226432,3
0.65,256,70,40,133120,0.262784,3
0.65,256,80,40,133120,0.30336,3
0.65,256,90,40,133120,0.22784,3
0.65,256,100,40,133120,0.250624,3
0.65,256,110,40,133120,0.298543,3
0.65,256,120,40,133120,0.300715,3
0.65,256,130,40,133120,0.270124,3
0.65,256,140,40,133120,0.279347,3
0.65,256,150,40,133120,0.299418,3
0.65,256,160,40,133120,0.302336,3
0.65,256,170,40,133120,0.262249,3
0.65,256,180,40,133120,0.276533,3
0.65,256,190,40,133120,0.290816,3
0.65,256,200,40,133120,0.306675,3
0.65,256,210,40,133120,0.291816,3
0.65,256,220,40,133120,0.257205,3
0.65,256,230,40,133120,0.291208,3
0.65,256,240,40,133120,0.308179,3
0.65,256,250,40,133120,0.281233,3
0.65,256,260,40,133120,0.276741,3
0.65,256,270,40,133120,0.299781,3
0.65,256,280,40,133120,0.304393,3
0.65,256,290,40,133120,0.276749,3
0.65,256,300,40,133120,0.294322,3
0.65,256,310,40,133120,0.30595,3
0.65,256,320,40,133120,0.291726,3
0.65,256,330,40,133120,0.289606,3
0.65,256,340,40,133120,0.292956,3
0.65,256,350,40,133120,0.294972,3
0.65,256,360,40,133120,0.304188,3
0.65,256,370,40,133120,0.297984,3
0.65,256,380,40,133120,0.292154,3
0.65,256,390,40,133120,0.303721,3
0.65,256,400,40,133120,0.301493,3
0.65,256,410,40,133120,0.286796,3
0.65,256,420,40,133120,0.295014,3
0.65,256,430,40,133120,0.296635,3
0.65,256,440,40,133120,0.30002,3
0.65,256,450,40,133120,0.293539,3
0.65,256,460,40,133120,0.292608,3
0.65,256,470,40,133120,0.297356,3
0.65,256,480,40,133120,0.287521,3
0.65,256,490,40,133120,0.289705,3
0.65,256,500,40,133120,0.294738,3
0.65,256,30,45,133120,0.139579,3
0.65,256,40,45,133120,0.239002,3
0.65,256,50,45,133120,0.189952,3
0.65,256,60,45,133120,0.200818,3
0.65,256,70,45,133120,0.222154,3
0.65,256,80,45,133120,0.266012,3
0.65,256,90,45,133120,0.339328,3
0.65,256,100,45,133120,0.233314,3
0.65,256,110,45,133120,0.254976,3
0.65,256,120,45,133120,0.309871,3
0.65,256,130,45,133120,0.298457,3
0.65,256,140,45,133120,0.29237,3
0.65,256,150,45,133120,0.292402,3
0.65,256,160,45,133120,0.296704,3
0.65,256,170,45,133120,0.325103,3
0.65,256,180,45,133120,0.339264,3
0.65,256,190,45,133120,0.308086,3
0.65,256,200,45,133120,0.304889,3
0.65,256,210,45,133120,0.328273,3
0.65,256,220,45,133120,0.341908,3
0.65,256,230,45,133120,0.319393,3
0.65,256,240,45,133120,0.321769,3
0.65,256,250,45,133120,0.326315,3
0.65,256,260,45,133120,0.332043,3
0.65,256,270,45,133120,0.338704,3
0.65,256,280,45,133120,0.315943,3
0.65,256,290,45,133120,0.31744,3
0.65,256,300,45,133120,0.335321,3
0.65,256,310,45,133120,0.335988,3
0.65,256,320,45,133120,0.333531,3
0.65,256,330,45,133120,0.33271,3
0.65,256,340,45,133120,0.325154,3
0.65,256,350,45,133120,0.328226,3
0.65,256,360,45,133120,0.336275,3
0.65,256,370,45,133120,0.326829,3
0.65,256,380,45,133120,0.314858,3
0.65,256,390,45,133120,0.326385,3
0.65,256,400,45,133120,0.323672,3
0.65,256,410,45,133120,0.322418,3
0.65,256,420,45,133120,0.324229,3
0.65,256,430,45,133120,0.318437,3
0.65,256,440,45,133120,0.329346,3
0.65,256,450,45,133120,0.328052,3
0.65,256,460,45,133120,0.319867,3
0.65,256,470,45,133120,0.317964,3
0.65,256,480,45,133120,0.322011,3
0.65,256,490,45,133120,0.337541,3
0.65,256,500,45,133120,0.319012,3
0.65,256,30,50,133120,0.150869,3
0.65,256,40,50,133120,0.185423,3
0.65,256,50,50,133120,0.277411,3
0.65,256,60,50,133120,0.202638,3
0.65,256,70,50,133120,0.233927,3
0.65,256,80,50,133120,0.266695,3
0.65,256,90,50,133120,0.303332,3
0.65,256,100,50,133120,0.321213,3
0.65,256,110,50,133120,0.246519,3
0.65,256,120,50,133120,0.266847,3
0.65,256,130,50,133120,0.288616,3
0.65,256,140,50,133120,0.310993,3
0.65,256,150,50,133120,0.324681,3
0.65,256,160,50,133120,0.293298,3
0.65,256,170,50,133120,0.283989,3
0.65,256,180,50,133120,0.306381,3
0.65,256,190,50,133120,0.315506,3
0.65,256,200,50,133120,0.334564,3
0.65,256,210,50,133120,0.315802,3
0.65,256,220,50,133120,0.306438,3
0.65,256,230,50,133120,0.310179,3
0.65,256,240,50,133120,0.328728,3
0.65,256,250,50,133120,0.334416,3
0.65,256,260,50,133120,0.329772,3
0.65,256,270,50,133120,0.312902,3
0.65,256,280,50,133120,0.321536,3
0.65,256,290,50,133120,0.329216,3
0.65,256,300,50,133120,0.335833,3
0.65,256,310,50,133120,0.330622,3
0.65,256,320,50,133120,0.308946,3
0.65,256,330,50,133120,0.321058,3
0.65,256,340,50,133120,0.326438,3
0.65,256,350,50,133120,0.335033,3
0.65,256,360,50,133120,0.331158,3
0.65,256,370,50,133120,0.31732,3
0.65,256,380,50,133120,0.321355,3
0.65,256,390,50,133120,0.326433,3
0.65,256,400,50,133120,0.335872,3
0.65,256,410,50,133120,0.338388,3
0.65,256,420,50,133120,0.317713,3
0.65,256,430,50,133120,0.336012,3
0.65,256,440,50,133120,0.333608,3
0.65,256,450,50,133120,0.329542,3
0.65,256,460,50,133120,0.325605,3
0.65,256,470,50,133120,0.322534,3
0.65,256,480,50,133120,0.322498,3
0.65,256,490,50,133120,0.333624,3
0.65,256,500,50,133120,0.333676,3
0.65,256,30,5,143360,0.305835,3
0.65,256,40,5,143360,0.306176,3
0.65,256,50,5,143360,0.305766,3
0.65,256,60,5,143360,0.305493,3
0.65,256,70,5,143360,0.304713,3
0.65,256,80,5,143360,0.303744,3
0.65,256,90,5,143360,0.320211,3
0.65,256,100,5,143360,0.316254,3
0.65,256,110,5,143360,0.284405,3
0.65,256,120,5,143360,0.297728,3
0.65,256,130,5,143360,0.294124,3
0.65,256,140,5,143360,0.279799,3
0.65,256,150,5,143360,0.293342,3
0.65,256,160,5,143360,0.297158,3
